registration_no,book_no,book_label,district,office,deed_type,registration_date,presentation_date,consideration_amount,old_reg_no,year,has_scan,has_pdf,source
910050500204,1,SALE,UNKNOWN,UNKNOWN,SALE IMMOVABLE,,29-Jan-2005,,,2005,True,True,render_gcs_ingest
910060307488,1,SALE,BALASORE,BALASORE,LEASE WITH ADVANCE ONLY(IMMOVABLE),17-Nov-2003,17-Nov-2003,5000,7488,2003,True,True,render_gcs_ingest
910010600144,1,SALE,UNKNOWN,UNKNOWN,SALE IMMOVABLE,,,108000,,2006,True,True,render_gcs_ingest
910510800272,1,SALE,DHENKANAL,KAMAKSHYANAGAR,SALE IMMOVABLE,16-Mar-2008,16-Mar-2008,14700,272,2008,True,True,render_gcs_ingest
910010501618,1,SALE,UNKNOWN,UNKNOWN,SALE IMMOVABLE,,,62000,,2005,True,True,render_gcs_ingest
910330801145,1,SALE,BOLANGIR,UNKNOWN,SALE IMMOVABLE,,,22000,,2008,True,True,render_gcs_ingest
911040300198,1,SALE,KEONJHAR,CHAMPUA,SALE IMMOVABLE,09-Mar-2003,09-Mar-2003,3000,198,2003,True,True,render_gcs_ingest
910030000773,1,SALE,ANGUL,CHHENDIPADA,SALE IMMOVABLE,04-Nov-2000,04-Nov-2000,23200,773,2000,True,True,render_gcs_ingest
911180300337,1,SALE,KORAPUT,UNKNOWN,SALE IMMOVABLE,08-Jun-2003,08-Jun-2003,,,2003,True,True,render_gcs_ingest
911160300402,1,SALE,KHURDA,BOLAGARH,SALE IMMOVABLE,,,1952,,2003,True,True,render_gcs_ingest
910060507195,1,SALE,BALASORE,BALASORE,LEASE RENT RESERVED(IMMOVABLE),22-Oct-2005,22-Oct-2005,12000,7195,2005,True,True,render_gcs_ingest
910530301522,1,SALE,UNKNOWN,UNKNOWN,SALE IMMOVABLE,,,,,2004,True,True,render_gcs_ingest
910010700257,1,SALE,ANGUL,UNKNOWN,SALE IMMOVABLE,,,,,2007,True,True,render_gcs_ingest
910010904813,1,SALE,ANGUL,UNKNOWN,SALE IMMOVABLE,,26-Oct-2009,,,2009,True,True,render_gcs_ingest
910030300413,1,SALE,ANGUL,CHHENDIPADA,SALE IMMOVABLE,,,68376,413,,True,True,render_gcs_ingest
910770501234,1,SALE,JAGATSINGHPUR,UNKNOWN,SALE IMMOVABLE,,,,,,True,True,render_gcs_ingest
910010503182,1,SALE,ANGUL,UNKNOWN,SALE IMMOVABLE,22-Sep-2005,,,,2005,True,True,render_gcs_ingest
910020500640,1,SALE,ANGUL,ATHAMALLIK,SALE IMMOVABLE,31-Aug-2005,31-Aug-2005,0,640,2005,True,True,render_gcs_ingest
911150200971,1,SALE,KHURDA,TANGI,SALE IMMOVABLE,22-Nov-2002,22-Dec-2002,75000,971,2002,True,True,render_gcs_ingest
910010503901,1,SALE,UNKNOWN,UNKNOWN,GIFT IMMOVABLE,21-Dec-2005,07-Nov-2005,,,2005,True,True,render_gcs_ingest
910060308006,1,SALE,BALASORE,BALASORE,SALE IMMOVABLE,16-Dec-2003,16-Dec-2003,9750,8006,2003,True,True,render_gcs_ingest
910020500269,1,SALE,ANGUL,ATHAMALLIK,SALE IMMOVABLE,05-Apr-2005,05-Apr-2005,5600,269,2005,True,True,render_gcs_ingest
910030901284,1,SALE,UNKNOWN,CHHENDIPADA,SALE IMMOVABLE,07-Aug-2009,07-Aug-2009,147600,1284,2009,True,True,render_gcs_ingest
910010501755,1,SALE,UNKNOWN,UNKNOWN,SALE IMMOVABLE,,25-Apr-2005,,,2005,True,True,render_gcs_ingest
910010300336,1,SALE,UNKNOWN,UNKNOWN,SALE IMMOVABLE,23-May-2003,03-Feb-2003,,,2003,True,True,render_gcs_ingest
910790300981,1,SALE,JAJPUR,BARACHANA,SALE IMMOVABLE,18-May-2003,18-May-2003,6000,981,2003,True,False,render_gcs_ingest
910010301914,1,SALE,ANGUL,UNKNOWN,SALE IMMOVABLE,04-Sep-2003,,,1914,2003,True,True,render_gcs_ingest
910039600274,1,SALE,ANGUL,CHHENDIPADA,GIFT IMMOVABLE,20-Apr-1996,20-Apr-1996,32500,274,1996,True,True,render_gcs_ingest
910010703146,1,SALE,UNKNOWN,UNKNOWN,SALE IMMOVABLE,22-Aug-2007,07-Aug-2007,,3146,2007,True,True,render_gcs_ingest
911250900049,1,SALE,MALKANGIRI,CHITRAKONDA,SALE IMMOVABLE,28-Nov-2009,28-Nov-2009,15000,49,2009,True,True,render_gcs_ingest
910750501775,1,SALE,UNKNOWN,KUJANGA,SALE IMMOVABLE,,16-Oct-2005,12830,1775,2005,True,True,render_gcs_ingest
910010903245,1,SALE,UNKNOWN,UNKNOWN,SALE IMMOVABLE,,,,3245,2009,True,True,render_gcs_ingest
910530500097,1,SALE,DHENKANAL,HINDOL,SALE IMMOVABLE,23-Jan-2005,23-Jan-2005,18400,97,2005,True,True,render_gcs_ingest
910010704147,1,SALE,UNKNOWN,UNKNOWN,SALE IMMOVABLE,,,,,2007,True,True,render_gcs_ingest
910060703865,1,SALE,BALASORE,UNKNOWN,SALE IMMOVABLE,,30-Jun-2007,57000,,2007,True,True,render_gcs_ingest
910010300993,1,SALE,UNKNOWN,UNKNOWN,SALE IMMOVABLE,,,,,2003,True,True,render_gcs_ingest
911450300199,1,SALE,KANDHAMAL,BALIGUDA,SALE IMMOVABLE,28-Sep-2003,28-Sep-2003,18000,199,2003,True,True,render_gcs_ingest
910760500792,1,SALE,UNKNOWN,RAGHUNATHPUR,SALE IMMOVABLE,,,,792,2005,True,True,render_gcs_ingest
910140802874,1,SALE,BALASORE,SORO,SALE IMMOVABLE,20-Nov-2008,20-Nov-2008,47400,2874,2008,True,True,render_gcs_ingest
910490700630,1,SALE,DEOGARH,DEOGARH,SALE IMMOVABLE,,08-Dec-2007,2790,630,2007,True,True,render_gcs_ingest
910010703876,1,SALE,UNKNOWN,UNKNOWN,SALE IMMOVABLE,,,,3876,2007,True,True,render_gcs_ingest
910060506932,1,SALE,BALASORE,BALASORE,LEASE RENT RESERVED(IMMOVABLE),01-Oct-2005,01-Oct-2005,2100,6932,2005,True,True,render_gcs_ingest
910350200265,1,SALE,UNKNOWN,UNKNOWN,SALE IMMOVABLE,14-Apr-2002,14-Apr-2002,8000,,2002,True,True,render_gcs_ingest
910480700430,1,SALE,CUTTACK,TIGIRIA,SALE IMMOVABLE,10-Sep-2007,10-Sep-2007,26000,430,2007,True,True,render_gcs_ingest
910390702656,1,SALE,UNKNOWN,UNKNOWN,SALE IMMOVABLE,,,0,,2007,True,True,render_gcs_ingest
911100701976,1,SALE,KHURDA,BANPUR,SALE IMMOVABLE,28-Oct-2007,28-Oct-2007,5000,1976,2007,True,True,render_gcs_ingest
910010900597,1,SALE,UNKNOWN,UNKNOWN,SALE IMMOVABLE,,,,,2009,True,True,render_gcs_ingest
910010300889,1,SALE,UNKNOWN,UNKNOWN,SALE IMMOVABLE,,,,,2003,True,True,render_gcs_ingest
910020300882,1,SALE,ANGUL,ATHAMALLIK,GIFT IMMOVABLE,02-Jun-2003,02-Jun-2003,13000,882,2003,True,True,render_gcs_ingest
910010400098,1,SALE,UNKNOWN,UNKNOWN,SALE IMMOVABLE,,,,98,2004,True,True,render_gcs_ingest
910090700378,1,SALE,BALASORE,JALESWAR,SALE IMMOVABLE,17-Feb-2007,17-Feb-2007,25000,378,2007,True,True,render_gcs_ingest
910880500799,1,SALE,KALAHANDI,BHAWANIPATNA,SALE IMMOVABLE,07-Apr-2005,21-Jan-2005,,799,2005,True,False,render_gcs_ingest
910040500489,1,SALE,ANGUL,PALLAHARA,SALE IMMOVABLE,17-Nov-2005,17-Nov-2005,22000,489,2005,True,True,render_gcs_ingest
910060306998,1,SALE,UNKNOWN,BALASORE,SALE IMMOVABLE,,21-Oct-2003,15300,,2003,True,True,render_gcs_ingest
910060505804,1,SALE,UNKNOWN,UNKNOWN,RECONVEYANCE OF MORTGAGE FOR AGRICULTURAL LAND,,,0,,2005,True,True,render_gcs_ingest
911440300208,1,SALE,UNKNOWN,UNKNOWN,CONVEYANCE GOVERNMENT,29-Sep-2003,06-Jul-2003,,208,2003,True,True,render_gcs_ingest
910010301235,1,SALE,UNKNOWN,UNKNOWN,SALE IMMOVABLE,11-Jul-2003,,,,2003,True,True,render_gcs_ingest
910010901870,1,SALE,UNKNOWN,UNKNOWN,SALE IMMOVABLE,20-Jun-2009,,,,2009,True,True,render_gcs_ingest
910010702703,1,SALE,UNKNOWN,UNKNOWN,RECONVEYANCE OF MORTGAGE,,,0,,2007,True,True,render_gcs_ingest
911200500077,1,SALE,KORAPUT,KOTPAD,SALE IMMOVABLE,27-Mar-2005,27-Mar-2005,5500,77,2005,True,True,render_gcs_ingest
910010500295,1,SALE,UNKNOWN,UNKNOWN,SALE IMMOVABLE,15-Mar-2005,,11200,295,2005,True,True,render_gcs_ingest
910030300363,1,SALE,ANGUL,CHHENDIPADA,SALE IMMOVABLE,10-Oct-2003,10-Oct-2003,3818,,2003,True,True,render_gcs_ingest
910760301186,1,SALE,UNKNOWN,RAGHUNATHPUR,SALE IMMOVABLE,07-Sep-2003,07-Sep-2003,10200,1186,2003,True,True,render_gcs_ingest
910930101588,1,SALE,KENDRAPARA,KENDRAPARA,SALE IMMOVABLE,25-Apr-2001,24-Jun-2001,12500,1588,2001,True,True,render_gcs_ingest
910060305681,1,SALE,BALASORE,BALASORE,MORTGAGE WITH POSSESION,28-Jul-2003,,,5681,2003,True,True,render_gcs_ingest
911300300022,1,SALE,MAYURBHANJ,KARANJIA,LEASE RENT RESERVED(IMMOVABLE),09-Nov-2003,09-Nov-2003,3030,22,2003,True,True,render_gcs_ingest
910010301438,1,SALE,ANGUL,UNKNOWN,SALE IMMOVABLE,,,,,2003,True,True,render_gcs_ingest
910010905820,1,SALE,UNKNOWN,UNKNOWN,SALE IMMOVABLE,,21-Dec-2009,,,2009,True,True,render_gcs_ingest
911600800108,1,SALE,RAYAGADA,GUNUPUR,SALE IMMOVABLE,,,31000,108,,True,True,render_gcs_ingest
910010905033,1,SALE,UNKNOWN,UNKNOWN,SALE IMMOVABLE,,,0,,2009,True,True,render_gcs_ingest
910169600318,1,SALE,BARGARH,ATTABIRA,SALE IMMOVABLE,25-Feb-1996,25-Feb-1996,0,318,1996,True,True,render_gcs_ingest
910040600529,1,SALE,UNKNOWN,UNKNOWN,SALE IMMOVABLE,,,7000,,2006,True,True,render_gcs_ingest
910010503592,1,SALE,UNKNOWN,UNKNOWN,SALE IMMOVABLE,,30-Sep-2005,11000,,2005,True,True,render_gcs_ingest
910650700168,1,SALE,UNKNOWN,KABISURYANAGAR,SALE IMMOVABLE,30-Jan-2007,30-Jan-2007,,,2007,True,True,render_gcs_ingest
910210800139,1,SALE,BARGARH,UNKNOWN,SALE IMMOVABLE,14-Jun-2008,14-Jun-2008,10000,,2008,True,True,render_gcs_ingest
910610303619,1,SALE,UNKNOWN,UNKNOWN,SALE IMMOVABLE,,,,,2003,True,True,render_gcs_ingest
910010903558,1,SALE,UNKNOWN,UNKNOWN,SALE IMMOVABLE,,05-Aug-2009,,,2009,True,True,render_gcs_ingest
910060507598,1,SALE,BALASORE,BALASORE,SALE IMMOVABLE,14-Nov-2005,14-Nov-2005,,,2005,True,True,render_gcs_ingest
910010300620,1,SALE,UNKNOWN,UNKNOWN,SALE IMMOVABLE,,,,,2003,True,True,render_gcs_ingest
910030300410,1,SALE,ANGUL,CHHENDIPADA,SALE IMMOVABLE,21-Oct-2003,21-Oct-2003,31059,410,2003,True,True,render_gcs_ingest
911760800599,1,SALE,SUNDARGARH,UNKNOWN,MORTGAGE WITH POSSESION,05-Oct-2008,05-Oct-2008,,,2008,True,True,render_gcs_ingest
910010901169,1,SALE,UNKNOWN,UNKNOWN,SALE IMMOVABLE,,,,,2009,True,True,render_gcs_ingest
910060304256,1,SALE,BALASORE,BALASORE,SALE IMMOVABLE,28-May-2003,26-Aug-2003,3832,4256,2003,True,True,render_gcs_ingest
910039600701,1,SALE,UNKNOWN,CHHENDIPADA,SALE IMMOVABLE,,,11200,701,1996,True,False,render_gcs_ingest
911340500045,1,SALE,NABARANGPUR,DABUGAON,SALE IMMOVABLE,24-Mar-2005,20-Mar-2005,16500,45,2005,True,True,render_gcs_ingest
910010501897,1,SALE,UNKNOWN,UNKNOWN,SALE IMMOVABLE,,,,,2005,True,True,render_gcs_ingest
910080102670,1,SALE,BALASORE,BASTA,SALE IMMOVABLE,18-Oct-2001,18-Oct-2001,35000,2670,2001,True,True,render_gcs_ingest
910050401658,1,SALE,ANGUL,TALCHER,SALE IMMOVABLE,25-Jan-2004,25-Jan-2004,24000,1658,2004,True,True,render_gcs_ingest
910020700072,1,SALE,UNKNOWN,UNKNOWN,SALE IMMOVABLE,05-Feb-2007,05-Feb-2007,0,,2007,True,True,render_gcs_ingest
910010902500,1,SALE,UNKNOWN,UNKNOWN,SALE IMMOVABLE,,02-Jun-2009,,,2009,True,True,render_gcs_ingest
910020301324,1,SALE,ANGUL,ATHAMALLIK,SALE IMMOVABLE,,,,1324,2003,True,True,render_gcs_ingest
910010705427,1,SALE,UNKNOWN,UNKNOWN,SALE IMMOVABLE,,28-Dec-2007,0,,2007,True,True,render_gcs_ingest
910060501526,1,SALE,BALASORE,BALASORE,SALE IMMOVABLE,22-Apr-2005,22-Apr-2005,45090,1526,2005,True,True,render_gcs_ingest
911500700402,1,SALE,PURI,GOP,SALE IMMOVABLE,18-Feb-2007,18-Feb-2007,6700,402,2007,True,True,render_gcs_ingest
910010300407,1,SALE,UNKNOWN,UNKNOWN,SALE IMMOVABLE,,,,,2003,True,True,render_gcs_ingest
910060505791,1,SALE,BALASORE,UNKNOWN,LEASE RENT RESERVED(IMMOVABLE),02-Aug-2005,02-Aug-2005,0,5791,2005,True,True,render_gcs_ingest
910010901296,1,SALE,ANGUL,UNKNOWN,SALE IMMOVABLE,,19-Mar-2009,39600,,2009,True,True,render_gcs_ingest
911600300662,1,SALE,RAYAGADA,GUNUPUR,SALE IMMOVABLE,,,,,,True,True,render_gcs_ingest
910070701678,1,SALE,BALASORE,UNKNOWN,SALE IMMOVABLE,,,17250,,2007,True,True,render_gcs_ingest
910740300720,1,SALE,JAGATSINGHPUR,DEBIDOL,SALE IMMOVABLE,02-Feb-2003,02-Feb-2003,8060,720,2003,True,True,render_gcs_ingest
910010902332,1,SALE,UNKNOWN,UNKNOWN,SALE IMMOVABLE,,25-May-2009,64800,2332,2009,True,True,render_gcs_ingest
910010900840,1,SALE,UNKNOWN,UNKNOWN,SALE IMMOVABLE,15-Apr-2009,17-Feb-2009,,840,2009,True,True,render_gcs_ingest
910680200311,1,SALE,UNKNOWN,UNKNOWN,SALE IMMOVABLE,,,,,2002,True,True,render_gcs_ingest
910670300651,1,SALE,UNKNOWN,UNKNOWN,SALE IMMOVABLE,,,19760,,2003,True,True,render_gcs_ingest
910370300351,1,SALE,UNKNOWN,BOUDH,SALE IMMOVABLE,,,8000,,2003,True,True,render_gcs_ingest
910010503700,1,SALE,UNKNOWN,UNKNOWN,SALE IMMOVABLE,,,,3700,2005,True,False,render_gcs_ingest
910110901546,1,SALE,BALASORE,KHAIRA,SALE IMMOVABLE,26-Nov-2009,26-Nov-2009,42240,1546,2009,True,True,render_gcs_ingest
910010802526,1,SALE,UNKNOWN,UNKNOWN,SALE IMMOVABLE,,,0,,2008,True,True,render_gcs_ingest
910060505760,1,SALE,BALASORE,BALASORE,LEASE ADVANCE WITH RENT IMMOVABLE,30-Jul-2005,30-Jul-2005,9060,5760,2005,True,True,render_gcs_ingest
910010500601,1,SALE,ANGUL,UNKNOWN,SALE IMMOVABLE,,,18800,601,2005,True,True,render_gcs_ingest
910010801668,1,SALE,UNKNOWN,UNKNOWN,SALE IMMOVABLE,22-May-2008,24-Apr-2008,20000,,2008,True,True,render_gcs_ingest
910900701509,1,SALE,KALAHANDI,JAIPATNA,SALE IMMOVABLE,25-Oct-2007,25-Oct-2007,0,1509,2007,True,True,render_gcs_ingest
911350400011,1,SALE,NABARANGPUR,UNKNOWN,SALE IMMOVABLE,,,,,2004,True,False,render_gcs_ingest
910040700099,1,SALE,UNKNOWN,PALLAHARA,SALE IMMOVABLE,29-Mar-2007,29-Mar-2007,69500,99,2007,True,False,render_gcs_ingest
910060504520,1,SALE,BALASORE,BALASORE,SALE IMMOVABLE,06-Jun-2005,06-Jun-2005,27540,4520,2005,True,True,render_gcs_ingest
910020800453,1,SALE,ANGUL,ATHAMALLIK,SALE IMMOVABLE,25-Jun-2008,25-Jun-2008,3000,453,2008,True,True,render_gcs_ingest
910010905788,1,SALE,UNKNOWN,UNKNOWN,LEASE WITH ADVANCE ONLY(IMMOVABLE),,18-Dec-2009,,,2009,True,True,render_gcs_ingest
910010300670,1,SALE,ANGUL,UNKNOWN,SALE IMMOVABLE,,,,,2003,True,True,render_gcs_ingest
910020301329,1,SALE,UNKNOWN,UNKNOWN,SALE IMMOVABLE,,,,,2003,True,True,render_gcs_ingest
910039600458,1,SALE,UNKNOWN,UNKNOWN,SALE IMMOVABLE,,04-Jul-1996,8800,,1996,True,True,render_gcs_ingest
910060306408,1,SALE,UNKNOWN,UNKNOWN,SALE IMMOVABLE,,08-Sep-2003,,,2003,True,True,render_gcs_ingest
910010903589,1,SALE,UNKNOWN,UNKNOWN,SALE IMMOVABLE,,10-Aug-2009,,,2009,True,True,render_gcs_ingest
910010301093,1,SALE,ANGUL,UNKNOWN,SALE IMMOVABLE,,,,,2003,True,True,render_gcs_ingest
910060304934,1,SALE,UNKNOWN,UNKNOWN,SALE IMMOVABLE,,,,4934,2003,True,False,render_gcs_ingest
910360900759,1,SALE,BOLANGIR,LUISINGA,SALE IMMOVABLE,31-May-2009,31-May-2009,,,2009,True,True,render_gcs_ingest
910010803423,1,SALE,UNKNOWN,UNKNOWN,SALE IMMOVABLE,,,,,2008,True,True,render_gcs_ingest
910050500296,1,SALE,UNKNOWN,TALCHER,LEASE ADVANCE WITH RENT IMMOVABLE,11-Aug-2005,10-Feb-2005,10500,296,2005,True,True,render_gcs_ingest
910540700295,1,SALE,DHENKANAL,BHUBAN,SALE IMMOVABLE,03-Jun-2007,03-Jun-2007,22000,295,2007,True,True,render_gcs_ingest
910050500579,1,SALE,UNKNOWN,TALCHER,SALE IMMOVABLE,16-Sep-2005,,,579,2005,True,True,render_gcs_ingest
910010903475,1,SALE,ANGUL,UNKNOWN,SALE IMMOVABLE,14-Oct-2009,31-Jul-2009,40735,3475,2009,True,True,render_gcs_ingest
910010700992,1,SALE,UNKNOWN,UNKNOWN,SALE IMMOVABLE,,,,,,True,True,render_gcs_ingest
911040200548,1,SALE,KEONJHAR,CHAMPUA,SALE IMMOVABLE,,,7000,,2002,True,True,render_gcs_ingest
910010904231,1,SALE,UNKNOWN,UNKNOWN,SALE IMMOVABLE,19-Sep-2009,19-Sep-2009,,,2009,True,True,render_gcs_ingest
910010500212,1,SALE,UNKNOWN,UNKNOWN,SALE IMMOVABLE,,,,,2005,True,True,render_gcs_ingest
910010901821,1,SALE,ANGUL,UNKNOWN,CONVEYANCE GOVERNMENT,,,18000,,2009,True,True,render_gcs_ingest
910060906402,1,SALE,BALASORE,BALASORE,SALE IMMOVABLE,07-Nov-2009,07-Nov-2009,100000,6402,2009,True,True,render_gcs_ingest
911020000660,1,SALE,KEONJHAR,SAINKUL,SALE IMMOVABLE,13-May-2000,13-May-2000,13500,660,2000,True,True,render_gcs_ingest
910550402908,1,SALE,UNKNOWN,UNKNOWN,SALE IMMOVABLE,,,,,2004,True,True,render_gcs_ingest
910080200483,1,SALE,BALASORE,BASTA,SALE IMMOVABLE,01-Mar-2002,01-Mar-2002,,,2002,True,True,render_gcs_ingest
910880800240,1,SALE,KALAHANDI,BHAWANIPATNA,SALE IMMOVABLE,23-Jan-2008,23-Jan-2008,31250,240,2008,True,True,render_gcs_ingest
910010704159,1,SALE,ANGUL,UNKNOWN,SALE IMMOVABLE,,,3300,4159,,True,True,render_gcs_ingest
910039600174,1,SALE,ANGUL,CHHENDIPADA,SALE IMMOVABLE,15-Mar-1996,15-Mar-1996,2000,174,1996,True,False,render_gcs_ingest
910180401596,1,SALE,BARGARH,SOHELLA,SALE IMMOVABLE,,,15900,1596,2004,True,True,render_gcs_ingest
910260900627,1,SALE,BHADRAK,BONTH,RECONVEYANCE OF MORTGAGE,16-Oct-2009,28-Jun-2009,50000,627,2009,True,True,render_gcs_ingest
910380300020,1,SALE,BOUDH,UNKNOWN,SALE IMMOVABLE,,13-Jan-2002,0,,2003,True,True,render_gcs_ingest
910020500805,1,SALE,ANGUL,UNKNOWN,SALE IMMOVABLE,,,0,,2005,True,True,render_gcs_ingest
911530500534,1,SALE,UNKNOWN,PIPILI,SALE IMMOVABLE,14-Mar-2005,12-Mar-2005,,,2005,True,True,render_gcs_ingest
910010402462,1,SALE,UNKNOWN,UNKNOWN,SALE IMMOVABLE,,,,,2004,True,True,render_gcs_ingest
910010704233,1,SALE,ANGUL,UNKNOWN,SALE IMMOVABLE,29-Oct-2007,14-Sep-2007,20300,,2007,True,True,render_gcs_ingest
910090800594,1,SALE,BALASORE,UNKNOWN,SALE IMMOVABLE,,,,594,,True,True,render_gcs_ingest
911280301203,1,SALE,MAYURBHANJ,BETNOTI,LEASE WITH ADVANCE ONLY(IMMOVABLE),14-Apr-2003,14-Apr-2003,1000,1203,2003,True,True,render_gcs_ingest
911590300236,1,SALE,UNKNOWN,UNKNOWN,MORTGAGE WITH POSSESION,,,,,2003,True,True,render_gcs_ingest
911269900926,1,SALE,MAYURBHANJ,UNKNOWN,RECONVEYANCE OF MORTGAGE,16-May-1999,16-May-1999,15000,,1999,True,True,render_gcs_ingest
910300800028,1,SALE,BHADRAK,TIHIDI,SALE IMMOVABLE,,,24000,,2008,True,True,render_gcs_ingest
910060507325,1,SALE,UNKNOWN,UNKNOWN,LEASE RENT RESERVED(IMMOVABLE),29-Oct-2005,,1200,7325,2005,True,True,render_gcs_ingest
910060104643,1,SALE,BALASORE,BALASORE,SALE IMMOVABLE,,,4000,,2001,True,False,render_gcs_ingest
910060504136,1,SALE,UNKNOWN,UNKNOWN,LEASE WITH ADVANCE ONLY(IMMOVABLE),21-May-2005,21-May-2005,,,2005,True,True,render_gcs_ingest
910750900694,1,SALE,UNKNOWN,KUJANGA,SALE IMMOVABLE,15-Apr-2009,10-Apr-2009,82580,694,2009,True,True,render_gcs_ingest
910230900608,1,SALE,BHADRAK,BHADRAK,SALE IMMOVABLE,08-Feb-2009,08-Feb-2009,93500,608,2009,True,True,render_gcs_ingest
910830701102,1,SALE,JAJPUR,MANSADA,SALE IMMOVABLE,02-Dec-2007,02-Dec-2007,26500,1102,2007,True,True,render_gcs_ingest
910010500386,1,SALE,UNKNOWN,UNKNOWN,SALE IMMOVABLE,,28-Jan-2005,28300,,2005,True,True,render_gcs_ingest
911300900363,1,SALE,MAYURBHANJ,KARANJIA,SALE IMMOVABLE,08-Aug-2009,08-Aug-2009,405000,363,2009,True,True,render_gcs_ingest
911410801374,1,SALE,NAYAGARH,UNKNOWN,SALE IMMOVABLE,,,,,,True,True,render_gcs_ingest
910010704410,1,SALE,UNKNOWN,UNKNOWN,SALE IMMOVABLE,08-Nov-2007,,,,2007,True,True,render_gcs_ingest
911590700447,1,SALE,RAYAGADA,BISAM CUTTACK,SALE IMMOVABLE,10-Jun-2007,10-Jun-2007,30000,,2007,True,True,render_gcs_ingest
910010903594,1,SALE,UNKNOWN,UNKNOWN,SALE IMMOVABLE,,,46200,,2009,True,True,render_gcs_ingest
910820802970,1,SALE,JAJPUR,DOLIPUR,SALE IMMOVABLE,,,30685,2970,,True,True,render_gcs_ingest
911380300550,1,SALE,NAYAGARH,DASPALLA,SALE IMMOVABLE,,,27600,550,2003,True,True,render_gcs_ingest
910820900996,1,SALE,UNKNOWN,UNKNOWN,SALE IMMOVABLE,,,,996,2009,True,True,render_gcs_ingest
910020300583,1,SALE,ANGUL,ATHAMALLIK,SALE IMMOVABLE,12-Mar-2003,12-Mar-2003,2500,,2003,True,True,render_gcs_ingest
910010900843,1,SALE,UNKNOWN,UNKNOWN,SALE IMMOVABLE,15-Apr-2009,,19360,,2009,True,True,render_gcs_ingest
910240302181,1,SALE,BHADRAK,BASUDEVPUR,SALE IMMOVABLE,15-Sep-2003,13-Sep-2003,18500,2181,2003,True,True,render_gcs_ingest
910010300226,1,SALE,ANGUL,UNKNOWN,SALE IMMOVABLE,,,,,2003,True,True,render_gcs_ingest
910010503418,1,SALE,UNKNOWN,UNKNOWN,SALE IMMOVABLE,,,,,2005,True,True,render_gcs_ingest
910010704871,1,SALE,UNKNOWN,UNKNOWN,SALE IMMOVABLE,,,,,2007,True,True,render_gcs_ingest
910060400294,1,SALE,UNKNOWN,UNKNOWN,LEASE RENT RESERVED(IMMOVABLE),,,,,2004,True,True,render_gcs_ingest
910010800462,1,SALE,UNKNOWN,UNKNOWN,SALE IMMOVABLE,,,40000,,2008,True,True,render_gcs_ingest
911510500849,1,SALE,PURI,KAKATPUR,SALE IMMOVABLE,,,674,,2005,True,True,render_gcs_ingest
910040500141,1,SALE,ANGUL,UNKNOWN,SALE IMMOVABLE,,,,141,2005,True,True,render_gcs_ingest
910010702195,1,SALE,UNKNOWN,UNKNOWN,SALE IMMOVABLE,,,,,2007,True,True,render_gcs_ingest
910540400652,1,SALE,DHENKANAL,BHUBAN,SALE IMMOVABLE,14-Feb-2004,14-Feb-2004,15000,652,2004,True,True,render_gcs_ingest
911360500015,1,SALE,NABARANGPUR,UMERKOTE,SALE IMMOVABLE,10-Dec-2005,10-Dec-2005,6000,15,2005,True,False,render_gcs_ingest
910820500036,1,SALE,JAJPUR,DOLIPUR,SALE IMMOVABLE,01-May-2005,01-May-2005,133400,36,2005,True,True,render_gcs_ingest
911530701580,1,SALE,PURI,PIPILI,GIFT IMMOVABLE,16-Oct-2007,19-Oct-2007,16000,1580,2007,True,True,render_gcs_ingest
910010301113,1,SALE,UNKNOWN,UNKNOWN,SALE IMMOVABLE,,,,,2003,True,True,render_gcs_ingest
910010702343,1,SALE,UNKNOWN,UNKNOWN,SALE IMMOVABLE,27-Jun-2007,,,,2007,True,True,render_gcs_ingest
910309600559,1,SALE,UNKNOWN,UNKNOWN,SALE IMMOVABLE,,,,,,True,True,render_gcs_ingest
910010501680,1,SALE,UNKNOWN,UNKNOWN,SALE IMMOVABLE,,20-Apr-2005,2000,,2005,True,True,render_gcs_ingest
910010700663,1,SALE,UNKNOWN,UNKNOWN,SALE IMMOVABLE,01-Mar-2007,21-Feb-2007,,,2007,True,True,render_gcs_ingest
910010705385,1,SALE,UNKNOWN,UNKNOWN,SALE IMMOVABLE,,,,,,True,True,render_gcs_ingest
910060506621,1,SALE,BALASORE,UNKNOWN,SALE IMMOVABLE,,,9100,6621,2005,True,True,render_gcs_ingest
910800300329,1,SALE,JAJPUR,BARI,LEASE WITH ADVANCE ONLY(IMMOVABLE),21-Mar-2003,19-Mar-2003,0,329,2003,True,True,render_gcs_ingest
910169600715,1,SALE,BARGARH,UNKNOWN,SALE IMMOVABLE,,,25000,715,1996,True,True,render_gcs_ingest
910060901085,1,SALE,BALASORE,BALASORE,MORTGAGE WITH POSSESION,,,120000,,2009,True,True,render_gcs_ingest
910010401182,1,SALE,ANGUL,UNKNOWN,RECONVEYANCE OF MORTGAGE,,24-Apr-2004,,,2004,True,True,render_gcs_ingest
910130201094,1,SALE,BALASORE,SIMULIA,SALE IMMOVABLE,21-Jul-2002,21-Jul-2002,20000,1094,2002,True,True,render_gcs_ingest
910030300217,1,SALE,ANGUL,CHHENDIPADA,SALE IMMOVABLE,09-Apr-2003,09-Apr-2003,27762,217,2003,True,True,render_gcs_ingest
