registration_no,book_no,district,office,deed_type,registration_date,presentation_date,consideration_amount,old_reg_no,deed_volume_no,listed_on
910530301854,1,DHENKANAL,HINDOL,SALE IMMOVABLE,15-Mar-2003,15-Mar-2003,8750,1854,74,15-Mar-2003
911080409484,1,KHORDHA,KHORDHA(BBSR),SALE IMMOVABLE,21-Sep-2004,21-Sep-2004,360000,9484,612,21-Sep-2004
910470500153,1,KATAKA,SALEPUR,SALE IMMOVABLE,24-Jan-2005,24-Jan-2005,76200,153,12,24-Jan-2005
910780402284,1,JAJPUR,JAJPUR,SALE IMMOVABLE,15-Dec-2004,15-Dec-2004,41500,2284,60,15-Dec-2004
910780100318,1,JAJPUR,JAJPUR,SALE IMMOVABLE,14-Feb-2001,14-Feb-2001,60000,318,13,14-Feb-2001
911410200766,1,NAYAGADA,RANAPUR,SALE IMMOVABLE,19-Jul-2002,19-Jul-2002,12800,766,23,19-Jul-2002
910340500118,1,BALANGIR,KANTABANJHI,SALE IMMOVABLE,29-Jan-2005,29-Jan-2005,7500,118,9,29-Jan-2005
910080401344,1,BALESHWAR,BASTA,SALE IMMOVABLE,01-Jun-2004,01-Jun-2004,3200,1344,81,01-Jun-2004
910960600159,1,KENDRAPADA,MARSAGHAI,SALE IMMOVABLE,03-Feb-2006,03-Feb-2006,8800,159,11,03-Feb-2006
910320401162,1,BALANGIR,PATNAGARH,SALE IMMOVABLE,28-Jun-2004,28-Jun-2004,30000,1162,59,28-Jun-2004
911710401015,1,SUNDARAGADA,PANPOSH,LEASE WITH ADVANCE ONLY(IMMOVABLE),16-Sep-2004,16-Sep-2004,0,1015,55,16-Sep-2004
910810402671,1,JAJPUR,DHARMASHALA,SALE IMMOVABLE,20-Dec-2004,20-Dec-2004,45000,2671,140,20-Dec-2004
911120400399,1,KHORDHA,JATANI,SALE IMMOVABLE,20-Feb-2004,20-Feb-2004,0,399,23,20-Feb-2004
910290500623,1,BHADRAK,DHUSURI,SALE IMMOVABLE,28-Oct-2005,28-Oct-2005,5000,623,30,28-Oct-2005
910390001619,1,KATAKA,KATAKA,SALE IMMOVABLE,15-May-2000,15-May-2000,56750,1619,62,15-May-2000
910690400223,1,GANJAM,SORADA,SALE IMMOVABLE,20-Feb-2004,20-Feb-2004,28178,223,905,20-Feb-2004
910610103886,1,GANJAM,BRAHMAPUR-I,SALE IMMOVABLE,27-Sep-2001,27-Sep-2001,96000,3886,2608,27-Sep-2001
910600404003,1,GANJAM,BRAHMAPUR-II,SALE IMMOVABLE,21-Sep-2004,21-Sep-2004,6374,4003,3392,21-Sep-2004
911260500564,1,MAYURBHANJ,MAYURBHANJ,SALE IMMOVABLE,08-Feb-2005,08-Feb-2005,32000,564,20,08-Feb-2005
910430400144,1,KATAKA,JAGATPUR,LEASE WITH ADVANCE ONLY(IMMOVABLE),20-Apr-2004,01-Dec-2004,2663,144,9,01-Dec-2004
910310100830,1,BALANGIR,BALANGIR,SALE IMMOVABLE,28-Mar-2001,28-Mar-2001,49900,830,32,28-Mar-2001
910710600891,1,GANJAM,CHIKITI,SALE IMMOVABLE,07-Aug-2006,07-Aug-2006,2380,891,338,07-Aug-2006
910880501368,1,KALAHANDI,BHABANIPATANA,SALE IMMOVABLE,03-Jun-2005,03-Jun-2005,200000,1368,1134,03-Jun-2005
911520600601,1,PURI,NIMAPADA,SALE IMMOVABLE,24-Apr-2006,24-Apr-2006,8712,601,34,24-Apr-2006
911480305159,1,PURI,PURI,MORTGAGE WITHOUT POSSESION,16-Dec-2003,16-Dec-2003,20000,5159,0,16-Dec-2003
910100302834,1,BALESHWAR,JALESWARPUR,SALE IMMOVABLE,02-Sep-2003,02-Sep-2003,1650,2834,139,02-Sep-2003
910060102118,1,BALESHWAR,BALESHWAR,SALE IMMOVABLE,10-May-2001,10-May-2001,40000,2118,82,10-May-2001
911480202021,1,PURI,PURI,SALE IMMOVABLE,15-May-2002,15-May-2002,426000,2021,66,15-May-2002
910810101493,1,JAJPUR,DHARMASHALA,SALE IMMOVABLE,04-Jun-2001,04-Jun-2001,60000,1493,39,04-Jun-2001
911290200928,1,MAYURBHANJ,UDALA,SALE IMMOVABLE,30-May-2002,30-May-2002,13000,928,29,30-May-2002
910860201229,1,JHARSUGUDA,JHARSUGUDA,SALE IMMOVABLE,19-Jul-2002,19-Jul-2002,52000,1229,47,19-Jul-2002
911080406420,1,KHORDHA,KHORDHA(BBSR),POA WITH POSSESSION,03-Jul-2004,03-Jul-2004,4000,6420,417,03-Jul-2004
911400101481,1,NAYAGADA,ODAGAON,SALE IMMOVABLE,09-Jul-2001,09-Jul-2001,8325,1481,38,09-Jul-2001
910830500938,1,JAJPUR,MANSADA,SALE IMMOVABLE,27-Sep-2005,27-Sep-2005,12800,938,27,27-Sep-2005
911050400219,1,KENDUJHAR,GHATGAON,SALE IMMOVABLE,24-Apr-2004,24-Apr-2004,200000,219,13,24-Apr-2004
911730200676,1,SUNDARAGADA,BIRAMITRAPUR,SALE IMMOVABLE,11-Nov-2002,11-Nov-2002,14450,676,29,11-Nov-2002
910820600933,1,JAJPUR,DOLIPUR,SALE IMMOVABLE,20-Mar-2006,20-Mar-2006,12800,933,32,20-Mar-2006
911380400639,1,NAYAGADA,DASHAPALLA,SALE IMMOVABLE,18-Jun-2004,18-Jun-2004,97600,639,30,18-Jun-2004
910130501250,1,BALESHWAR,SIMULIA,SALE IMMOVABLE,18-Jul-2005,18-Jul-2005,14000,1250,82,18-Jul-2005
910240300067,1,BHADRAK,BASUDEVPUR,SALE IMMOVABLE,10-Jan-2003,10-Jan-2003,25000,67,6,10-Jan-2003
911130507833,1,KHORDHA,KHANDAGIRI,POA WITH POSSESSION,20-Dec-2005,20-Dec-2005,1000,7833,520,20-Dec-2005
910340300068,1,BALANGIR,KANTABANJHI,SALE IMMOVABLE,28-Jan-2003,28-Jan-2003,11000,68,5,28-Jan-2003
910580502905,1,GANJAM,ASIKA,SALE IMMOVABLE,16-Sep-2005,16-Sep-2005,36708,2905,2401,16-Sep-2005
910790201879,1,JAJPUR,BARACHANA,SALE IMMOVABLE,31-Dec-2002,31-Dec-2002,45000,1879,47,31-Dec-2002
911620301773,1,SAMBALPUR,SAMBALPUR,SALE IMMOVABLE,14-Jul-2003,14-Jul-2003,63800,1773,1224,14-Jul-2003
910810302632,1,JAJPUR,DHARMASHALA,SALE IMMOVABLE,26-Dec-2003,26-Dec-2003,6800,2632,119,26-Dec-2003
911080512059,1,KHORDHA,KHORDHA(BBSR),SALE IMMOVABLE,25-Nov-2005,25-Nov-2005,146000,12059,547,25-Nov-2005
910810102891,1,JAJPUR,DHARMASHALA,SALE IMMOVABLE,21-Dec-2001,21-Dec-2001,1800,2891,70,21-Dec-2001
910780300668,1,JAJPUR,JAJPUR,SALE IMMOVABLE,25-Apr-2003,25-Apr-2003,5500,668,33,25-Apr-2003
911370602276,1,NAYAGADA,NAYAGADA,SALE IMMOVABLE,13-Jun-2006,13-Jun-2006,127200,2276,104,13-Jun-2006
910610001733,1,GANJAM,BRAHMAPUR-I,SALE IMMOVABLE,25-May-2000,25-May-2000,36200,1733,2404,25-May-2000
910750201069,1,JAGATSINGHPUR,KUJANGA,SALE IMMOVABLE,27-Apr-2002,27-Apr-2002,36000,1069,35,27-Apr-2002
910640002386,1,GANJAM,HINJILIKATU,SALE IMMOVABLE,27-Nov-2000,27-Nov-2000,8600,2386,1644,27-Nov-2000
910810001739,1,JAJPUR,DHARMASHALA,SALE IMMOVABLE,19-Jun-2000,19-Jun-2000,1000,1739,39,19-Jun-2000
910020000074,1,ANUGOLA,ATHAMALLIK,SALE IMMOVABLE,01-Jan-2000,01-Jan-2000,0,74,3,01-Jan-2000
910750202539,1,JAGATSINGHPUR,KUJANGA,SALE IMMOVABLE,28-Oct-2002,28-Oct-2002,16000,2539,81,28-Oct-2002
911170102108,1,KORAPUT,JAYAPUR,SALE IMMOVABLE,19-Jul-2001,19-Jul-2001,240000,2108,2001,19-Jul-2001
911370501669,1,NAYAGADA,NAYAGADA,SALE IMMOVABLE,29-Apr-2005,29-Apr-2005,20000,1669,75,29-Apr-2005
911120600234,1,KHORDHA,JATANI,SALE IMMOVABLE,03-Feb-2006,03-Feb-2006,0,234,14,03-Feb-2006
910480100689,1,KATAKA,TIGIRIA,SALE IMMOVABLE,07-Sep-2001,07-Sep-2001,48000,689,21,07-Sep-2001
911370001782,1,NAYAGADA,NAYAGADA,SALE IMMOVABLE,05-May-2000,05-May-2000,700,1782,53,05-May-2000
910320100644,1,BALANGIR,PATNAGARH,SALE IMMOVABLE,28-May-2001,28-May-2001,70000,644,21,28-May-2001
911370102640,1,NAYAGADA,NAYAGADA,SALE IMMOVABLE,27-Apr-2001,27-Apr-2001,7200,2640,71,27-Apr-2001
910310101393,1,BALANGIR,BALANGIR,SALE IMMOVABLE,04-Jun-2001,04-Jun-2001,36000,1393,49,04-Jun-2001
910100403418,1,BALESHWAR,JALESWARPUR,SALE IMMOVABLE,20-Dec-2004,20-Dec-2004,11450,3418,180,20-Dec-2004
911480500598,1,PURI,PURI,LEASE ADVANCE WITH RENT IMMOVABLE,29-Jan-2005,29-Jan-2005,0,598,28,29-Jan-2005
910570100869,1,GANJAM,CHHATRAPUR,SALE IMMOVABLE,22-Mar-2001,15-Mar-2001,2000,869,2281,15-Mar-2001
910390300177,1,KATAKA,KATAKA,DECREE,28-Jan-2003,28-Jan-2003,0,177,13,28-Jan-2003
911220300461,1,KORAPUT,NANDPUR(POTTANGI),SALE IMMOVABLE,26-Dec-2003,26-Dec-2003,30000,461,178,26-Dec-2003
911130603993,1,KHORDHA,KHANDAGIRI,POA WITH POSSESSION,28-May-2006,28-May-2006,2000,3993,275,28-May-2006
910480500706,1,KATAKA,TIGIRIA,SALE IMMOVABLE,20-Dec-2005,20-Dec-2005,50000,706,42,20-Dec-2005
910790601404,1,JAJPUR,BARACHANA,GIFT IMMOVABLE,20-Nov-2006,20-Nov-2006,6000,1404,59,20-Nov-2006
910470102274,1,KATAKA,SALEPUR,SALE IMMOVABLE,13-Aug-2001,13-Aug-2001,25000,2274,65,13-Aug-2001
910230103455,1,BHADRAK,BHADRAK,SALE IMMOVABLE,22-Oct-2001,22-Oct-2001,37500,3455,109,22-Oct-2001
910140502214,1,BALESHWAR,SORA,MORTGAGE WITHOUT POSSESION,28-May-2005,28-May-2005,150000,2214,2,28-May-2005
911450100020,1,KANDHAMALA,BALIGUDA,SALE IMMOVABLE,20-Jan-2001,20-Jan-2001,6000,20,1,20-Jan-2001
910950001083,1,KENDRAPADA,GARADPUR,SALE IMMOVABLE,08-Aug-2000,08-Aug-2000,3500,1083,243,08-Aug-2000
910750103100,1,JAGATSINGHPUR,KUJANGA,SALE IMMOVABLE,01-Dec-2001,01-Dec-2001,3750,3100,94,01-Dec-2001
911480203582,1,PURI,PURI,SALE IMMOVABLE,28-Aug-2002,28-Aug-2002,250000,3582,117,28-Aug-2002
910650001247,1,GANJAM,KABISURYANAGAR,SALE IMMOVABLE,10-May-2000,10-May-2000,35490,1247,1667,10-May-2000
910570400984,1,GANJAM,CHHATRAPUR,RECONVEYANCE OF MORTGAGE,20-Mar-2004,20-Mar-2004,40000,984,2570,20-Mar-2004
910200101081,1,BARAGADA,BHATLI,SALE IMMOVABLE,27-Nov-2001,27-Nov-2001,24000,1081,205,27-Nov-2001
910060005617,1,BALESHWAR,BALESHWAR,GIFT IMMOVABLE,18-Dec-2000,11-Dec-2000,5000,5617,202,11-Dec-2000
911380500748,1,NAYAGADA,DASHAPALLA,SALE IMMOVABLE,15-Jul-2005,15-Jul-2005,57640,748,30,15-Jul-2005
910400301177,1,KATAKA,ATHAGADA,SALE IMMOVABLE,17-Sep-2003,17-Sep-2003,45400,1177,52,17-Sep-2003
911420601291,1,NUAPADA,NUAPADA,SALE IMMOVABLE,16-Oct-2006,16-Oct-2006,40000,1291,619,16-Oct-2006
911080601649,1,KHORDHA,KHORDHA(BBSR),SALE IMMOVABLE,15-Feb-2006,15-Feb-2006,239400,1649,53,15-Feb-2006
910680601147,1,GANJAM,PURUSOTTAMPUR,SALE IMMOVABLE,15-May-2006,15-May-2006,21660,1147,2458,15-May-2006
910530600665,1,DHENKANAL,HINDOL,LEASE RENT RESERVED(IMMOVABLE),01-Jan-2006,01-Jan-2006,0,665,32,01-Jan-2006
910170000554,1,BARAGADA,PADMAPUR,SALE IMMOVABLE,01-Jan-2000,01-Jan-2000,40000,554,271,01-Jan-2000
910460102725,1,KATAKA,NIALI,SALE IMMOVABLE,16-Nov-2001,16-Nov-2001,1000,2725,72,16-Nov-2001
910060005721,1,BALESHWAR,BALESHWAR,SALE IMMOVABLE,21-Dec-2000,21-Dec-2000,40000,5721,206,21-Dec-2000
910230301336,1,BHADRAK,BHADRAK,SALE IMMOVABLE,28-Mar-2003,28-Mar-2003,8700,1336,75,28-Mar-2003
911480600436,1,PURI,PURI,SALE IMMOVABLE,01-Feb-2006,01-Feb-2006,12400,436,23,01-Feb-2006
911660201343,1,SUBARNAPUR,SONPUR,SALE IMMOVABLE,02-Sep-2002,02-Sep-2002,25000,1343,46,02-Sep-2002
910860300982,1,JHARSUGUDA,JHARSUGUDA,SALE IMMOVABLE,24-Jun-2003,24-Jun-2003,7000,982,61,24-Jun-2003
911130103234,1,KHORDHA,KHANDAGIRI,SALE IMMOVABLE,28-May-2001,28-May-2001,39100,3234,132,28-May-2001
910980500080,1,KENDRAPADA,RAJNAGAR,SALE IMMOVABLE,24-Jan-2005,24-Jan-2005,40000,80,3,24-Jan-2005
911480402829,1,PURI,PURI,SALE IMMOVABLE,23-Jun-2004,23-Jun-2004,18400,2829,127,23-Jun-2004
910740300830,1,JAGATSINGHPUR,DEBIDOL,SALE IMMOVABLE,01-Aug-2003,01-Aug-2003,26620,830,38,01-Aug-2003
910610404993,1,GANJAM,BRAHMAPUR-I,SALE IMMOVABLE,21-Sep-2004,21-Sep-2004,21744,4993,3195,21-Sep-2004
910870400193,1,JHARSUGUDA,LAKHANPUR,LEASE WITH ADVANCE ONLY(IMMOVABLE),24-Feb-2004,24-Feb-2004,3190,193,14,24-Feb-2004
911130203487,1,KHORDHA,KHANDAGIRI,SALE IMMOVABLE,03-Aug-2002,03-Aug-2002,8250,3487,144,03-Aug-2002
911660201077,1,SUBARNAPUR,SONPUR,SALE IMMOVABLE,27-Jun-2002,27-Jun-2002,7000,1077,36,27-Jun-2002
911130607346,1,KHORDHA,KHANDAGIRI,SALE IMMOVABLE,26-Sep-2006,26-Sep-2006,55948,7346,492,26-Sep-2006
910180601374,1,BARAGADA,SOHELLA,SALE IMMOVABLE,17-Aug-2006,17-Aug-2006,31600,1374,1084,17-Aug-2006
910990401476,1,KENDRAPADA,KANIKA,SALE IMMOVABLE,27-Nov-2004,27-Nov-2004,24600,1476,35,27-Nov-2004
911540100439,1,PURI,SATYABADI,SALE IMMOVABLE,25-May-2001,25-May-2001,8000,439,15,25-May-2001
910430100054,1,KATAKA,JAGATPUR,SALE IMMOVABLE,15-Jan-2001,15-Jan-2001,24000,54,2,15-Jan-2001
911120100766,1,KHORDHA,JATANI,SALE IMMOVABLE,20-Apr-2001,20-Apr-2001,0,766,28,20-Apr-2001
910790400560,1,JAJPUR,BARACHANA,SALE IMMOVABLE,01-May-2004,01-May-2004,26500,560,22,01-May-2004
910390104694,1,KATAKA,KATAKA,SALE IMMOVABLE,21-Nov-2001,21-Nov-2001,36000,4694,165,21-Nov-2001
910270102536,1,BHADRAK,CHANDBALI,SALE IMMOVABLE,28-Dec-2001,28-Dec-2001,54000,2536,69,28-Dec-2001
910320401505,1,BALANGIR,PATNAGARH,SALE IMMOVABLE,15-Oct-2004,15-Oct-2004,10000,1505,78,15-Oct-2004
910570303654,1,GANJAM,CHHATRAPUR,SALE IMMOVABLE,06-Dec-2003,06-Dec-2003,172620,3654,2541,06-Dec-2003
910230002729,1,BHADRAK,BHADRAK,SALE IMMOVABLE,12-Sep-2000,12-Sep-2000,19500,2729,85,12-Sep-2000
910060405559,1,BALESHWAR,BALESHWAR,LEASE WITH ADVANCE ONLY(IMMOVABLE),17-Aug-2004,17-Aug-2004,3250,5559,321,17-Aug-2004
910060300460,1,BALESHWAR,BALESHWAR,SALE IMMOVABLE,20-Jan-2003,20-Jan-2003,5628,460,32,20-Jan-2003
911080303355,1,KHORDHA,KHORDHA(BBSR),POA WITH POSSESSION,05-May-2003,05-May-2003,5000,3355,223,05-May-2003
911750000023,1,SUNDARAGADA,LEPHRIPADA,SALE IMMOVABLE,05-Feb-2000,05-Feb-2000,2000,23,2,05-Feb-2000
910070002787,1,BALESHWAR,BALIAPAL,SALE IMMOVABLE,26-Dec-2000,26-Dec-2000,3500,2787,64,26-Dec-2000
911580500420,1,RAYAGADA,RAYAGADA,SALE IMMOVABLE,23-Feb-2005,23-Feb-2005,8000,420,11,23-Feb-2005
911690400196,1,SUBARNAPUR,RAMPUR,SALE IMMOVABLE,20-Feb-2004,20-Feb-2004,8000,196,12,20-Feb-2004
910400201178,1,KATAKA,ATHAGADA,SALE IMMOVABLE,27-Sep-2002,27-Sep-2002,21000,1178,35,27-Sep-2002
911120201573,1,KHORDHA,JATANI,SALE IMMOVABLE,29-Jun-2002,29-Jun-2002,0,1573,54,29-Jun-2002
910930602863,1,KENDRAPADA,KENDRAPADA,SALE IMMOVABLE,25-Nov-2006,25-Nov-2006,30000,2863,86,25-Nov-2006
910550601052,1,GAJAPATI,PARALAKHEMUNDI,SALE IMMOVABLE,29-Apr-2006,29-Apr-2006,4000,1052,49,29-Apr-2006
910620202997,1,GANJAM,BUGUDA,SALE IMMOVABLE,26-Dec-2002,26-Dec-2002,0,2997,1917,26-Dec-2002
910080400916,1,BALESHWAR,BASTA,SALE IMMOVABLE,19-Apr-2004,19-Apr-2004,2000,916,56,19-Apr-2004
910600404556,1,GANJAM,BRAHMAPUR-II,SALE IMMOVABLE,10-Nov-2004,10-Nov-2004,27330,4556,3410,10-Nov-2004
911600600576,1,RAYAGADA,GUNUPUR,SALE IMMOVABLE,24-Apr-2006,24-Apr-2006,37000,576,883,24-Apr-2006
911120302871,1,KHORDHA,JATANI,SALE IMMOVABLE,11-Mar-2003,11-Mar-2003,0,2871,161,11-Mar-2003
911660001066,1,SUBARNAPUR,SONPUR,SALE IMMOVABLE,14-Jul-2000,14-Jul-2000,11000,1066,32,14-Jul-2000
910100402033,1,BALESHWAR,JALESWARPUR,SALE IMMOVABLE,23-Jul-2004,23-Jul-2004,15275,2033,108,23-Jul-2004
910120200292,1,BALESHWAR,NILAGIRI,SALE IMMOVABLE,14-Feb-2002,14-Feb-2002,11600,292,9,14-Feb-2002
910570000797,1,GANJAM,CHHATRAPUR,SALE IMMOVABLE,28-Mar-2000,28-Mar-2000,4990,797,2188,28-Mar-2000
911670600007,1,SUBARNAPUR,BIRMAHARAJPUR,SALE IMMOVABLE,09-Jan-2006,09-Jan-2006,17550,7,1,09-Jan-2006
911370300148,1,NAYAGADA,NAYAGADA,SALE IMMOVABLE,15-Jan-2003,15-Jan-2003,48000,148,06,15-Jan-2003
910060600523,1,BALESHWAR,BALESHWAR,SALE IMMOVABLE,28-Jan-2006,28-Jan-2006,903740,523,32,28-Jan-2006
910970000947,1,KENDRAPADA,PATTAMUNDAI,SALE IMMOVABLE,09-Jun-2000,09-Jun-2000,0,947,27,09-Jun-2000
911560000474,1,PURI,KANAS,SALE IMMOVABLE,04-Jul-2000,04-Jul-2000,21000,474,14,04-Jul-2000
910430000542,1,KATAKA,JAGATPUR,SALE IMMOVABLE,05-May-2000,31-Dec-2000,6000,542,18,31-Dec-2000
910630401296,1,GANJAM,DIGAPAHANDI,SALE IMMOVABLE,15-Apr-2004,15-Apr-2004,17160,1296,2351,15-Apr-2004
910600100038,1,GANJAM,BRAHMAPUR-II,SALE IMMOVABLE,05-Jan-2001,05-Jan-2001,2727,38,2837,05-Jan-2001
911140300142,1,KHORDHA,KHORDHA,SALE IMMOVABLE,20-Jan-2003,20-Jan-2003,7600,142,6,20-Jan-2003
910960001988,1,KENDRAPADA,MARSAGHAI,SALE IMMOVABLE,18-Aug-2000,18-Aug-2000,3200,1988,52,18-Aug-2000
910300000567,1,BHADRAK,TIHIDI,SALE IMMOVABLE,01-Jun-2000,01-Jun-2000,6500,567,17,01-Jun-2000
910100001789,1,BALESHWAR,JALESWARPUR,SALE IMMOVABLE,01-Jul-2000,01-Jul-2000,18000,1789,54,01-Jul-2000
910180100336,1,BARAGADA,SOHELLA,SALE IMMOVABLE,09-Feb-2001,09-Feb-2001,10000,336,575,09-Feb-2001
911130005498,1,KHORDHA,KHANDAGIRI,SALE IMMOVABLE,16-Dec-2000,16-Dec-2000,60000,5498,219,16-Dec-2000
910080200195,1,BALESHWAR,BASTA,SALE IMMOVABLE,28-Jan-2002,28-Jan-2002,14500,195,8,28-Jan-2002
911670100231,1,SUBARNAPUR,BIRMAHARAJPUR,SALE IMMOVABLE,19-Feb-2001,19-Feb-2001,2000,231,11,19-Feb-2001
910310101229,1,BALANGIR,BALANGIR,SALE IMMOVABLE,15-May-2001,15-May-2001,94500,1229,44,15-May-2001
910650401233,1,GANJAM,KABISURYANAGAR,SALE IMMOVABLE,15-May-2004,15-May-2004,5250,1233,1891,15-May-2004
910550503058,1,GAJAPATI,PARALAKHEMUNDI,SALE IMMOVABLE,26-Oct-2005,26-Oct-2005,54000,3058,145,26-Oct-2005
910570403983,1,GANJAM,CHHATRAPUR,SALE IMMOVABLE,30-Dec-2004,30-Dec-2004,2688,3983,2655,30-Dec-2004
911170100659,1,KORAPUT,JAYAPUR,SALE IMMOVABLE,01-Mar-2001,01-Mar-2001,43200,659,1960,01-Mar-2001
910580402357,1,GANJAM,ASIKA,SALE IMMOVABLE,13-Jul-2004,13-Jul-2004,15770,2357,2359,13-Jul-2004
911510102199,1,PURI,KAKATPUR,SALE IMMOVABLE,01-Dec-2001,01-Dec-2001,12600,2199,58,01-Dec-2001
910660300633,1,GANJAM,KHALLIKOTE,SALE IMMOVABLE,26-Mar-2003,26-Mar-2003,11475,633,1233,26-Mar-2003
911170600949,1,KORAPUT,JAYAPUR,SALE IMMOVABLE,29-Apr-2006,29-Apr-2006,60000,949,44/06,29-Apr-2006
910060404145,1,BALESHWAR,BALESHWAR,LEASE RENT RESERVED(IMMOVABLE),18-Jun-2004,18-Jun-2004,1500,4145,254,18-Jun-2004
910580302579,1,GANJAM,ASIKA,SALE IMMOVABLE,18-Aug-2003,18-Aug-2003,11875,2579,2313,18-Aug-2003
911130603207,1,KHORDHA,KHANDAGIRI,POA WITH POSSESSION,01-May-2006,01-May-2006,0,3207,220,01-May-2006
911260202536,1,MAYURBHANJ,MAYURBHANJ,SALE IMMOVABLE,24-Jul-2002,24-Jul-2002,170800,2536,83,24-Jul-2002
910060406361,1,BALESHWAR,BALESHWAR,SALE IMMOVABLE,01-Oct-2004,01-Oct-2004,11900,6361,362,01-Oct-2004
911580200600,1,RAYAGADA,RAYAGADA,SALE IMMOVABLE,10-Apr-2002,10-Apr-2002,16000,600,17,10-Apr-2002
910450500170,1,KATAKA,NARSINGHPUR,SALE IMMOVABLE,28-Feb-2005,28-Feb-2005,15000,170,10,28-Feb-2005
911220300252,1,KORAPUT,NANDPUR(POTTANGI),SALE IMMOVABLE,02-Sep-2003,02-Sep-2003,36000,252,168,02-Sep-2003
911530402122,1,PURI,PIPILI,SALE IMMOVABLE,10-Nov-2004,10-Nov-2004,15625,2122,105,10-Nov-2004
911480604879,1,PURI,PURI,SALE IMMOVABLE,15-Nov-2006,15-Nov-2006,120600,4879,220,15-Nov-2006
910060005454,1,BALESHWAR,BALESHWAR,SALE IMMOVABLE,27-Nov-2000,27-Nov-2000,15672,5454,197,27-Nov-2000
910190400544,1,BARAGADA,BARAPALLI,SALE IMMOVABLE,28-May-2004,28-May-2004,43200,544,38,28-May-2004
911620401588,1,SAMBALPUR,SAMBALPUR,SALE IMMOVABLE,08-Jun-2004,08-Jun-2004,59895,1588,108,08-Jun-2004
910090001481,1,BALESHWAR,JALESWAR,RECTIFICATION  ONE ERROR (IMMOVABLE),01-Jun-2000,01-Jun-2000,28000,1481,42,01-Jun-2000
911130404154,1,KHORDHA,KHANDAGIRI,SALE IMMOVABLE,17-Aug-2004,17-Aug-2004,50000,4154,287,17-Aug-2004
910550502525,1,GAJAPATI,PARALAKHEMUNDI,SALE IMMOVABLE,01-Aug-2005,01-Aug-2005,10000,2525,119,01-Aug-2005
911530201002,1,PURI,PIPILI,SALE IMMOVABLE,28-May-2002,28-May-2002,33000,1002,28,28-May-2002
911130402534,1,KHORDHA,KHANDAGIRI,SALE IMMOVABLE,24-May-2004,24-May-2004,37800,2534,177,24-May-2004
911690200279,1,SUBARNAPUR,RAMPUR,SALE IMMOVABLE,15-Mar-2002,15-Mar-2002,48000,279,10,15-Mar-2002
910610201559,1,GANJAM,BRAHMAPUR-I,RECONVEYANCE OF MORTGAGE,20-Apr-2002,20-Apr-2002,40000,1559,161,20-Apr-2002
910450300037,1,KATAKA,NARSINGHPUR,GIFT IMMOVABLE,10-Jan-2003,10-Jan-2003,1050,37,2,10-Jan-2003
911760300193,1,SUNDARAGADA,RAJGANGPUR,SALE IMMOVABLE,10-Apr-2003,10-Apr-2003,21000,193,16,10-Apr-2003
910730201029,1,JAGATSINGHPUR,BALIKUDA,SALE IMMOVABLE,09-Jul-2002,09-Jul-2002,3300,1029,27,09-Jul-2002
910310400259,1,BALANGIR,BALANGIR,SALE IMMOVABLE,03-Jul-2004,03-Jul-2004,1500,259,14,03-Jul-2004
911530500320,1,PURI,PIPILI,SALE IMMOVABLE,15-Feb-2005,15-Feb-2005,3400,320,18,15-Feb-2005
910880301369,1,KALAHANDI,BHABANIPATANA,SALE IMMOVABLE,28-May-2003,28-May-2003,10000,1369,847,28-May-2003
910310001116,1,BALANGIR,BALANGIR,SALE IMMOVABLE,01-May-2000,01-May-2000,20000,1116,39,01-May-2000
911400200387,1,NAYAGADA,ODAGAON,SALE IMMOVABLE,01-Jan-2002,01-Jan-2002,8000,387,12,01-Jan-2002
910440200070,1,KATAKA,MAHANGA,SALE IMMOVABLE,15-Jan-2002,15-Jan-2002,44000,70,2,15-Jan-2002
910230102239,1,BHADRAK,BHADRAK,SALE IMMOVABLE,01-Jun-2001,01-Jun-2001,24000,2239,71,01-Jun-2001
911080006791,1,KHORDHA,KHORDHA(BBSR),SALE IMMOVABLE,06-Dec-2000,06-Dec-2000,330000,6791,273,06-Dec-2000
911130503855,1,KHORDHA,KHANDAGIRI,POA WITH POSSESSION,27-Jun-2005,27-Jun-2005,1000,3855,250,27-Jun-2005
910120201808,1,BALESHWAR,NILAGIRI,SALE IMMOVABLE,21-Dec-2002,21-Dec-2002,4500,1808,57,21-Dec-2002
910750501018,1,JAGATSINGHPUR,KUJANGA,SALE IMMOVABLE,13-Jun-2005,13-Jun-2005,75000,1018,65,13-Jun-2005
911140000267,1,KHORDHA,KHORDHA,SALE IMMOVABLE,31-Jan-2000,31-Jan-2000,19500,267,8,31-Jan-2000
911390001629,1,NAYAGADA,KHANDAPARA,SALE IMMOVABLE,14-Jul-2000,14-Jul-2000,10000,1629,43,14-Jul-2000
910140301732,1,BALESHWAR,SORA,SALE IMMOVABLE,21-May-2003,25-May-2003,55000,1732,66,25-May-2003
910680202469,1,GANJAM,PURUSOTTAMPUR,SALE IMMOVABLE,01-Oct-2002,01-Oct-2002,5992,2469,1998,01-Oct-2002
911080609218,1,KHORDHA,KHORDHA(BBSR),POA WITH POSSESSION,01-Sep-2006,01-Sep-2006,0,9218,292,01-Sep-2006
910100203048,1,BALESHWAR,JALESWARPUR,SALE IMMOVABLE,02-Sep-2002,02-Sep-2002,9800,3048,94,02-Sep-2002
